,Data As Of,Group,State,Age Group
4201,07/07/2021,By Year,Illinois,0-17 years
4202,07/07/2021,By Year,Illinois,1-4 years
4203,07/07/2021,By Year,Illinois,5-14 years
4204,07/07/2021,By Year,Illinois,15-24 years
4205,07/07/2021,By Year,Illinois,18-29 years
4206,07/07/2021,By Year,Illinois,25-34 years
4207,07/07/2021,By Year,Illinois,30-39 years
4208,07/07/2021,By Year,Illinois,35-44 years
4209,07/07/2021,By Year,Illinois,40-49 years
4210,07/07/2021,By Year,Illinois,45-54 years
4211,07/07/2021,By Year,Illinois,50-64 years
4212,07/07/2021,By Year,Illinois,55-64 years
4213,07/07/2021,By Year,Illinois,65-74 years
4214,07/07/2021,By Year,Illinois,75-84 years
4215,07/07/2021,By Year,Illinois,85 years and over
4216,07/07/2021,By Year,Illinois,All Ages
4217,07/07/2021,By Year,Illinois,Under 1 year
4218,07/07/2021,By Year,Illinois,0-17 years
4219,07/07/2021,By Year,Illinois,1-4 years
4220,07/07/2021,By Year,Illinois,5-14 years
4221,07/07/2021,By Year,Illinois,15-24 years
4222,07/07/2021,By Year,Illinois,18-29 years
4223,07/07/2021,By Year,Illinois,25-34 years
4224,07/07/2021,By Year,Illinois,30-39 years
4225,07/07/2021,By Year,Illinois,35-44 years
4226,07/07/2021,By Year,Illinois,40-49 years
4227,07/07/2021,By Year,Illinois,45-54 years
4228,07/07/2021,By Year,Illinois,50-64 years
4229,07/07/2021,By Year,Illinois,55-64 years
4230,07/07/2021,By Year,Illinois,65-74 years
4231,07/07/2021,By Year,Illinois,75-84 years
4232,07/07/2021,By Year,Illinois,85 years and over
4233,07/07/2021,By Year,Illinois,All Ages
4234,07/07/2021,By Year,Illinois,Under 1 year
4235,07/07/2021,By Year,Illinois,0-17 years
4236,07/07/2021,By Year,Illinois,1-4 years
4237,07/07/2021,By Year,Illinois,5-14 years
4238,07/07/2021,By Year,Illinois,15-24 years
4239,07/07/2021,By Year,Illinois,18-29 years
4240,07/07/2021,By Year,Illinois,25-34 years
4241,07/07/2021,By Year,Illinois,30-39 years
4242,07/07/2021,By Year,Illinois,35-44 years
4243,07/07/2021,By Year,Illinois,40-49 years
4244,07/07/2021,By Year,Illinois,45-54 years
4245,07/07/2021,By Year,Illinois,50-64 years
4246,07/07/2021,By Year,Illinois,55-64 years
4247,07/07/2021,By Year,Illinois,65-74 years
4248,07/07/2021,By Year,Illinois,75-84 years
4249,07/07/2021,By Year,Illinois,85 years and over
4250,07/07/2021,By Year,Illinois,All Ages
4251,07/07/2021,By Year,Illinois,Under 1 year
4252,07/07/2021,By Year,Illinois,0-17 years
4253,07/07/2021,By Year,Illinois,1-4 years
4254,07/07/2021,By Year,Illinois,5-14 years
4255,07/07/2021,By Year,Illinois,15-24 years
4256,07/07/2021,By Year,Illinois,18-29 years
4257,07/07/2021,By Year,Illinois,25-34 years
4258,07/07/2021,By Year,Illinois,30-39 years
4259,07/07/2021,By Year,Illinois,35-44 years
4260,07/07/2021,By Year,Illinois,40-49 years
4261,07/07/2021,By Year,Illinois,45-54 years
4262,07/07/2021,By Year,Illinois,50-64 years
4263,07/07/2021,By Year,Illinois,55-64 years
4264,07/07/2021,By Year,Illinois,65-74 years
4265,07/07/2021,By Year,Illinois,75-84 years
4266,07/07/2021,By Year,Illinois,85 years and over
4267,07/07/2021,By Year,Illinois,All Ages
4268,07/07/2021,By Year,Illinois,Under 1 year
4269,07/07/2021,By Year,Illinois,0-17 years
4270,07/07/2021,By Year,Illinois,1-4 years
4271,07/07/2021,By Year,Illinois,5-14 years
4272,07/07/2021,By Year,Illinois,15-24 years
4273,07/07/2021,By Year,Illinois,18-29 years
4274,07/07/2021,By Year,Illinois,25-34 years
4275,07/07/2021,By Year,Illinois,30-39 years
4276,07/07/2021,By Year,Illinois,35-44 years
4277,07/07/2021,By Year,Illinois,40-49 years
4278,07/07/2021,By Year,Illinois,45-54 years
4279,07/07/2021,By Year,Illinois,50-64 years
4280,07/07/2021,By Year,Illinois,55-64 years
4281,07/07/2021,By Year,Illinois,65-74 years
4282,07/07/2021,By Year,Illinois,75-84 years
4283,07/07/2021,By Year,Illinois,85 years and over
4284,07/07/2021,By Year,Indiana,All Ages
4285,07/07/2021,By Year,Indiana,Under 1 year
4286,07/07/2021,By Year,Indiana,0-17 years
4287,07/07/2021,By Year,Indiana,1-4 years
4288,07/07/2021,By Year,Indiana,5-14 years
4289,07/07/2021,By Year,Indiana,15-24 years
4290,07/07/2021,By Year,Indiana,18-29 years
4291,07/07/2021,By Year,Indiana,25-34 years
4292,07/07/2021,By Year,Indiana,30-39 years
4293,07/07/2021,By Year,Indiana,35-44 years
4294,07/07/2021,By Year,Indiana,40-49 years
4295,07/07/2021,By Year,Indiana,45-54 years
4296,07/07/2021,By Year,Indiana,50-64 years
4297,07/07/2021,By Year,Indiana,55-64 years
4298,07/07/2021,By Year,Indiana,65-74 years
4299,07/07/2021,By Year,Indiana,75-84 years
4300,07/07/2021,By Year,Indiana,85 years and over
4301,07/07/2021,By Year,Indiana,All Ages
4302,07/07/2021,By Year,Indiana,Under 1 year
4303,07/07/2021,By Year,Indiana,0-17 years
4304,07/07/2021,By Year,Indiana,1-4 years
4305,07/07/2021,By Year,Indiana,5-14 years
4306,07/07/2021,By Year,Indiana,15-24 years
4307,07/07/2021,By Year,Indiana,18-29 years
4308,07/07/2021,By Year,Indiana,25-34 years
4309,07/07/2021,By Year,Indiana,30-39 years
4310,07/07/2021,By Year,Indiana,35-44 years
4311,07/07/2021,By Year,Indiana,40-49 years
4312,07/07/2021,By Year,Indiana,45-54 years
4313,07/07/2021,By Year,Indiana,50-64 years
4314,07/07/2021,By Year,Indiana,55-64 years
4315,07/07/2021,By Year,Indiana,65-74 years
4316,07/07/2021,By Year,Indiana,75-84 years
4317,07/07/2021,By Year,Indiana,85 years and over
4318,07/07/2021,By Year,Indiana,All Ages
4319,07/07/2021,By Year,Indiana,Under 1 year
4320,07/07/2021,By Year,Indiana,0-17 years
4321,07/07/2021,By Year,Indiana,1-4 years
4322,07/07/2021,By Year,Indiana,5-14 years
4323,07/07/2021,By Year,Indiana,15-24 years
4324,07/07/2021,By Year,Indiana,18-29 years
4325,07/07/2021,By Year,Indiana,25-34 years
4326,07/07/2021,By Year,Indiana,30-39 years
4327,07/07/2021,By Year,Indiana,35-44 years
4328,07/07/2021,By Year,Indiana,40-49 years
4329,07/07/2021,By Year,Indiana,45-54 years
4330,07/07/2021,By Year,Indiana,50-64 years
4331,07/07/2021,By Year,Indiana,55-64 years
4332,07/07/2021,By Year,Indiana,65-74 years
4333,07/07/2021,By Year,Indiana,75-84 years
4334,07/07/2021,By Year,Indiana,85 years and over
4335,07/07/2021,By Year,Indiana,All Ages
4336,07/07/2021,By Year,Indiana,Under 1 year
4337,07/07/2021,By Year,Indiana,0-17 years
4338,07/07/2021,By Year,Indiana,1-4 years
4339,07/07/2021,By Year,Indiana,5-14 years
4340,07/07/2021,By Year,Indiana,15-24 years
4341,07/07/2021,By Year,Indiana,18-29 years
4342,07/07/2021,By Year,Indiana,25-34 years
4343,07/07/2021,By Year,Indiana,30-39 years
4344,07/07/2021,By Year,Indiana,35-44 years
4345,07/07/2021,By Year,Indiana,40-49 years
4346,07/07/2021,By Year,Indiana,45-54 years
4347,07/07/2021,By Year,Indiana,50-64 years
4348,07/07/2021,By Year,Indiana,55-64 years
4349,07/07/2021,By Year,Indiana,65-74 years
4350,07/07/2021,By Year,Indiana,75-84 years
4351,07/07/2021,By Year,Indiana,85 years and over
4352,07/07/2021,By Year,Indiana,All Ages
4353,07/07/2021,By Year,Indiana,Under 1 year
4354,07/07/2021,By Year,Indiana,0-17 years
4355,07/07/2021,By Year,Indiana,1-4 years
4356,07/07/2021,By Year,Indiana,5-14 years
4357,07/07/2021,By Year,Indiana,15-24 years
4358,07/07/2021,By Year,Indiana,18-29 years
4359,07/07/2021,By Year,Indiana,25-34 years
4360,07/07/2021,By Year,Indiana,30-39 years
4361,07/07/2021,By Year,Indiana,35-44 years
4362,07/07/2021,By Year,Indiana,40-49 years
4363,07/07/2021,By Year,Indiana,45-54 years
4364,07/07/2021,By Year,Indiana,50-64 years
4365,07/07/2021,By Year,Indiana,55-64 years
4366,07/07/2021,By Year,Indiana,65-74 years
4367,07/07/2021,By Year,Indiana,75-84 years
4368,07/07/2021,By Year,Indiana,85 years and over
4369,07/07/2021,By Year,Indiana,All Ages
4370,07/07/2021,By Year,Indiana,Under 1 year
4371,07/07/2021,By Year,Indiana,0-17 years
4372,07/07/2021,By Year,Indiana,1-4 years
4373,07/07/2021,By Year,Indiana,5-14 years
4374,07/07/2021,By Year,Indiana,15-24 years
4375,07/07/2021,By Year,Indiana,18-29 years
4376,07/07/2021,By Year,Indiana,25-34 years
4377,07/07/2021,By Year,Indiana,30-39 years
4378,07/07/2021,By Year,Indiana,35-44 years
4379,07/07/2021,By Year,Indiana,40-49 years
4380,07/07/2021,By Year,Indiana,45-54 years
4381,07/07/2021,By Year,Indiana,50-64 years
4382,07/07/2021,By Year,Indiana,55-64 years
4383,07/07/2021,By Year,Indiana,65-74 years
4384,07/07/2021,By Year,Indiana,75-84 years
4385,07/07/2021,By Year,Indiana,85 years and over
4386,07/07/2021,By Year,Iowa,All Ages
4387,07/07/2021,By Year,Iowa,Under 1 year
4388,07/07/2021,By Year,Iowa,0-17 years
4389,07/07/2021,By Year,Iowa,1-4 years
4390,07/07/2021,By Year,Iowa,5-14 years
4391,07/07/2021,By Year,Iowa,15-24 years
4392,07/07/2021,By Year,Iowa,18-29 years
4393,07/07/2021,By Year,Iowa,25-34 years
4394,07/07/2021,By Year,Iowa,30-39 years
4395,07/07/2021,By Year,Iowa,35-44 years
4396,07/07/2021,By Year,Iowa,40-49 years
4397,07/07/2021,By Year,Iowa,45-54 years
4398,07/07/2021,By Year,Iowa,50-64 years
4399,07/07/2021,By Year,Iowa,55-64 years
4400,07/07/2021,By Year,Iowa,65-74 years
4401,07/07/2021,By Year,Iowa,75-84 years
4402,07/07/2021,By Year,Iowa,85 years and over
4403,07/07/2021,By Year,Iowa,All Ages
4404,07/07/2021,By Year,Iowa,Under 1 year
4405,07/07/2021,By Year,Iowa,0-17 years
4406,07/07/2021,By Year,Iowa,1-4 years
4407,07/07/2021,By Year,Iowa,5-14 years
4408,07/07/2021,By Year,Iowa,15-24 years
4409,07/07/2021,By Year,Iowa,18-29 years
4410,07/07/2021,By Year,Iowa,25-34 years
4411,07/07/2021,By Year,Iowa,30-39 years
4412,07/07/2021,By Year,Iowa,35-44 years
4413,07/07/2021,By Year,Iowa,40-49 years
4414,07/07/2021,By Year,Iowa,45-54 years
4415,07/07/2021,By Year,Iowa,50-64 years
4416,07/07/2021,By Year,Iowa,55-64 years
4417,07/07/2021,By Year,Iowa,65-74 years
4418,07/07/2021,By Year,Iowa,75-84 years
4419,07/07/2021,By Year,Iowa,85 years and over
4420,07/07/2021,By Year,Iowa,All Ages
4421,07/07/2021,By Year,Iowa,Under 1 year
4422,07/07/2021,By Year,Iowa,0-17 years
4423,07/07/2021,By Year,Iowa,1-4 years
4424,07/07/2021,By Year,Iowa,5-14 years
4425,07/07/2021,By Year,Iowa,15-24 years
4426,07/07/2021,By Year,Iowa,18-29 years
4427,07/07/2021,By Year,Iowa,25-34 years
4428,07/07/2021,By Year,Iowa,30-39 years
4429,07/07/2021,By Year,Iowa,35-44 years
4430,07/07/2021,By Year,Iowa,40-49 years
4431,07/07/2021,By Year,Iowa,45-54 years
4432,07/07/2021,By Year,Iowa,50-64 years
4433,07/07/2021,By Year,Iowa,55-64 years
4434,07/07/2021,By Year,Iowa,65-74 years
4435,07/07/2021,By Year,Iowa,75-84 years
4436,07/07/2021,By Year,Iowa,85 years and over
4437,07/07/2021,By Year,Iowa,All Ages
4438,07/07/2021,By Year,Iowa,Under 1 year
4439,07/07/2021,By Year,Iowa,0-17 years
4440,07/07/2021,By Year,Iowa,1-4 years
4441,07/07/2021,By Year,Iowa,5-14 years
4442,07/07/2021,By Year,Iowa,15-24 years
4443,07/07/2021,By Year,Iowa,18-29 years
4444,07/07/2021,By Year,Iowa,25-34 years
4445,07/07/2021,By Year,Iowa,30-39 years
4446,07/07/2021,By Year,Iowa,35-44 years
4447,07/07/2021,By Year,Iowa,40-49 years
4448,07/07/2021,By Year,Iowa,45-54 years
4449,07/07/2021,By Year,Iowa,50-64 years
4450,07/07/2021,By Year,Iowa,55-64 years
4451,07/07/2021,By Year,Iowa,65-74 years
4452,07/07/2021,By Year,Iowa,75-84 years
4453,07/07/2021,By Year,Iowa,85 years and over
4454,07/07/2021,By Year,Iowa,All Ages
4455,07/07/2021,By Year,Iowa,Under 1 year
